type,wgl,date,loc,vip,price
宝马5系 2022款 改款 525Li M运动套装,2.08,2022/6/1,济南,8年黑金会员,36.35
宝马5系 2018款 525Li M运动套装,6,2018/9/1,广州,4年黄金会员,26
奔驰C级 2021款 C 200 L 时尚型运动版,4.5,2021/4/1,武汉,1年黑金会员,21.5
奔驰C级 2021款 C 260 L,5,2021/7/1,长沙,8年黄金会员,24.67
凯美瑞 2015款 2.5G 豪华导航版,6,2016/1/1,南宁,2年黄金会员,11.58
奥迪Q5L 2022款 40T 豪华动感型,2.3,2022/6/1,成都,12年黑金会员,33.98
探影 2021款 1.5L 自动 悦智联版,0.2,2022/4/1,厦门,11年黄金会员,10.38
腾势D9 2022款 DM-i 970 四驱尊荣型,0.26,2023/7/1,济南,8年黑金会员,38.97
发现神行 2016款 2.0T HSE,14,2016/2/1,佛山,3年黄金会员,13.88
小鹏P7 2021款 670E鹏翼版,4.3,2021/4/1,广州,5年黄金会员,20.98
思域 2019款 220TURBO CVT劲动版 国VI,4.6,2021/1/1,广州,3年黄金会员,10.98
宝马X3 2021款 xDrive28i 豪华套装,4.5,2021/2/1,武汉,1年黑金会员,30.5
揽胜星脉 2023款 250PS 熠黑珍藏版,0.2,2022/10/1,西安,5年黑金会员,49
亚洲龙 2019款 2.0L 豪华版 国VI,4.1,2021/3/1,济南,8年黑金会员,15.9
奔驰CLA 2018款 CLA 200 时尚型,8,2018/8/1,无锡,11年黑金会员,16.88
帕萨特 2022款 330TSI 星空尊贵版,1.7,2022/8/1,石家庄,11年黄金会员,19.4
雷克萨斯ES 2018款 200 卓越版 国V,6.8,2019/5/1,南宁,2年黄金会员,22.9
奔驰E级 2021款 E 300 L 运动尊贵型,4.15,2020/10/1,济南,8年黑金会员,40.85
宝马5系 2014款 525Li 豪华设计套装,11,2014/6/1,南宁,2年黄金会员,14.28
奥迪A6L 2019款 45 TFSI quattro 臻选致雅型,3.4,2020/4/1,济南,8年黑金会员,32.97
宝马3系 2014款 320Li 时尚型,10,2015/7/1,南宁,2年黄金会员,12.5
传祺GS4 2019款 270T 自动两驱豪华智联版,6,2019/11/1,佛山,4年黄金会员,6.8
沃尔沃S90 2019款 T5 智逸版,10,2019/2/1,南宁,2年黄金会员,21.8
亚洲龙 2021款 2.5L 豪华版,1.7,2022/1/1,上海,12年黑金会员,18
揽胜极光 2017款 2.0T SE 智耀版,5.6,2017/9/1,上海,12年黑金会员,16.2
领克06 2020款 1.5T 耀Halo,1.9,2021/8/1,上海,12年黑金会员,9.8
奥迪A6(进口) 2018款 3.0T allroad quattro,5.24,2018/11/1,西安,5年黑金会员,30.8
奔驰GLA 2020款 GLA 200,1.4,2021/4/1,武汉,1年黑金会员,20.3
沃尔沃S90 2023款 B5 智逸豪华版,0.8,2023/1/1,武汉,1年黑金会员,29.5
汉兰达 2022款 双擎 2.5L 四驱尊贵版 7座,2.3,2021/12/1,武汉,1年黑金会员,28.5
保时捷718 2022款 Boxster 2.0T,2.55,2022/6/1,常州,7年黑金会员,61.98
海豹 2022款 700km 长续航后驱版,0.3,2023/3/1,武汉,1年黑金会员,18.8
冒险家新能源 2021款 PHEV 四驱e享版,1.05,2022/9/1,郑州,11年钻石会员,20.9
宝马1系 2019款 118i M运动套装,4.7,2019/7/1,金华,6年黄金会员,10.8
奥迪A3 2018款 30周年年型 Limousine 35 TFSI 进取型,4.3,2018/7/1,合肥,4年黑金会员,9.5
宝马X3 2018款 xDrive28i M运动套装 国VI,8.6,2019/3/1,常州,10年黑金会员,26.98
奥迪A6(进口) 2021款 Avant 先锋派 45 TFSI 臻选动感型,4.6,2021/6/1,石家庄,8年黑金会员,33.58
奔驰GLS 2022款 改款二 GLS 450 4MATIC 时尚型,2,2022/10/1,武汉,1年钻石会员,107.7
奔驰C级 2016款 C 200 L 4MATIC 运动版,10,2016/8/1,重庆,8年黄金会员,17.88
奔驰E级 2018款 改款 E 300 L 豪华型,2,2018/5/1,佛山,10年钻石会员,34.63
奥迪Q3 2017款 30 TFSI 风尚型,4.1,2017/9/1,成都,12年黑金会员,12.58
奥迪Q3 Sportback 2022款 35 TFSI 进取型,3.25,2022/3/1,成都,12年黑金会员,19.98
途锐 2021款 3.0TSI 锐享版 经典运动套装,1.59,2021/7/1,北京,4年黄金会员,50.9
奥迪Q7 2021款 45 TFSI quattro S line运动型,0.55,2021/9/1,南宁,1年黑金会员,51.8
宝马7系 2023款 740Li 尊享型 M运动套装,0.19,2023/1/1,南宁,1年黑金会员,114.8
ID.6 CROZZ 2021款 长续航PURE+版,1.8,2021/10/1,石家庄,11年黄金会员,17.1
途观L 2020款 330TSI 自动两驱全景舒适版 国VI,6.13,2020/9/1,西安,5年钻石会员,14.98
奔驰GLS 2021款 GLS 450 美规版,0.8,2022/1/1,西安,8年钻石会员,106
指南者 2020款 220T 自动精英版,2,2020/9/1,无锡,11年黑金会员,9.98
凯美瑞 2021款 2.0S 锋尚版,3.01,2021/5/1,西安,5年钻石会员,15.58
高尔夫新能源(进口) 2018款 e-Golf,3.66,2018/5/1,西安,5年钻石会员,7.68
域虎7 2020款 2.0T柴油手动两驱舒享版长轴国VI JX4D20A6L,0.9,2021/10/1,海口,10年黑金会员,7.98
奔驰GLC 2021款 GLC 300 L 4MATIC 动感型,6.7,2021/1/1,重庆,8年黄金会员,34.98
沃尔沃XC40 2021款 T4 四驱智远豪华版,3.03,2021/5/1,西安,5年钻石会员,18.13
雅科仕 2009款 3.8尊享版,12,2010/12/1,北京,5年钻石会员,11.2
SAVANA 2012款 6.0L 总裁级隐私屏版,4,2017/8/1,北京,5年钻石会员,23.8
英朗 2017款 15N 自动精英型,7,2017/1/1,西安,5年钻石会员,4.98
长安CS75 2016款 1.8T 自动精英型 国V,8.12,2016/12/1,郑州,11年黑金会员,4.79
奥迪Q2L 2018款 35 TFSI 时尚动感型 国V,6.67,2019/6/1,西安,5年钻石会员,12.28
沃尔沃XC60 2019款 T5 四驱智雅运动版 国VI,7.8,2019/12/1,青岛,1年钻石会员,22.98
宝马X5(进口) 2014款 xDrive35i 领先型,12,2015/1/1,北京,5年钻石会员,26.8
尚酷 2015款 1.4TSI 风尚版,9,2015/3/1,常州,5年黄金会员,7.68
奥迪Q7 2013款 35 TFSI 技术型,18,2013/5/1,北京,3年黄金会员,14.98
坦克500 2022款 3.0T 运动版 造境型 7座,5.8,2022/9/1,成都,3年黄金会员,30.5
宝马2系 2018款 220i 敞篷轿跑车 运动设计套装,7.3,2018/5/1,青岛,9年钻石会员,16.98
宝马1系 2022款 125i M运动曜夜版,0.3,2022/10/1,石家庄,9年黄金会员,16.8
凯迪拉克XT5 2020款 28T 豪华型,3.8,2019/8/1,沈阳,1年钻石会员,20.9
思域 2014款 1.8L 自动经典版,6.5,2016/1/1,昆明,8年黄金会员,6.38
捷豹XFL 2018款 XFL 3.0 SC 340PS 奢华版,3,2018/8/1,哈尔滨,2年黄金会员,24.5
阿特兹 2018款 2.0L 蓝天豪华版 国V,6.9,2019/1/1,湖州,5年黄金会员,10.5
Panamera 2014款 Panamera 3.0T,15,2015/6/1,武汉,4年黄金会员,33
宝马3系(进口) 2013款 320i进取型,8.9,2013/2/1,湖州,5年黄金会员,9.6
奔驰GLE 2022款 改款 GLE 450 4MATIC 时尚型,0.72,2023/1/1,青岛,6年黄金会员,79.8
Cayenne 2015款 Cayenne 3.0T,12.1,2015/10/1,重庆,4年钻石会员,37.8
保时捷718 2018款 Cayman 2.0T,3.1,2018/3/1,海口,7年钻石会员,39.77
奔驰GLE轿跑 2017款 GLE 450 AMG 4MATIC 轿跑SUV,5,2016/6/1,无锡,8年黑金会员,48.5
揽胜 2019款 3.0 SC V6 传世加长版,9,2019/10/1,唐山,5年钻石会员,108.5
Sprinter 2017款 3.5L 自动,1.9,2017/6/1,北京,11年钻石会员,45.8
速腾 2013款 2.0TSI GLI,9,2015/3/1,常州,5年黄金会员,6.08
朗动 2012款 1.6L 自动时尚型,5,2014/10/1,常州,3年黄金会员,3.98
思皓曜 2021款 1.5TGDI DCT穿云RACE版,0.2,2023/3/1,郑州,6年钻石会员,8.3
阳光 2016款 1.5XE CVT领先版,3.6,2017/6/1,合肥,4年黑金会员,4.38
一汽丰田bZ4X 2022款 两驱长续航PRO版,0.7,2023/3/1,佛山,6年钻石会员,15.98
Panamera 2020款 Panamera 十周年纪念版 2.9T,2,2021/1/1,北京,1年黄金会员,103.8
哈弗H5经典 2016款 经典版 2.0T 手动四驱精英型,9,2016/10/1,重庆,5年会员,4.58
昂科威 2016款 28T 四驱精英型,12.5,2015/9/1,济南,5年黄金会员,7.98
迈腾 2015款 改款 1.8TSI 豪华型,11.5,2016/1/1,济南,5年黄金会员,8.18
宝马3系GT 2016款 328i 设计套装型,7.3,2016/7/1,武汉,7年黄金会员,16.8
奥迪Q5L 2021款 40 TFSI 豪华动感型,2.4,2022/1/1,西安,8年黑金会员,31.89
Veloster飞思 2012款 1.6T 自动豪华版,5.2,2013/11/1,苏州,2年钻石会员,5.68
MINI 2016款 2.0T COOPER S 先锋派,3.1,2017/11/1,北京,2年黄金会员,17.8
别克GL6 2018款 18T 6座豪华型,7,2018/9/1,东莞,3年钻石会员,6.68
雷克萨斯LS 2018款 500h 豪华版 国V,5.83,2019/8/1,合肥,2年会员,58.6
兰德酷路泽(进口) 2019款 4.0L 中东版,9.5,2019/4/1,成都,3年黄金会员,68.8
奔驰E级 2019款 改款 E 300 L 豪华型,6,2019/8/1,温州,3年黄金会员,30.8
福克斯 2015款 三厢 1.6L 自动舒适型,5.5,2015/12/1,临沂,3年黄金会员,4.78
奥迪A6L 2021款 55 TFSI quattro 尊享致雅型,3.6,2021/5/1,北京,4年黄金会员,42.88
英菲尼迪FX 2007款 FX35 超越版,18,2008/11/1,北京,5年钻石会员,5.8
锐界 2016款 EcoBoost 245 两驱精锐型 5座,8,2016/7/1,无锡,3年黄金会员,9.58
马自达6 2012款 2.0L 手动型,10,2012/12/1,郑州,1年黄金会员,2.98
牧马人 2021款 2.0T 撒哈拉两门版,2,2021/6/1,石家庄,7年黄金会员,35.8
奔驰E级(进口) 2017款 E 200 4MATIC 轿跑车,4.38,2018/1/1,南宁,1年黑金会员,31.2
捷豹XJ 2016款 XJL 2.0T 两驱典雅商务版,13,2017/4/1,济南,10年黑金会员,22.8
宝马3系 2019款 320Li 时尚型,7,2019/2/1,石家庄,3年黄金会员,18.98
揽胜 2020款 3.0 L6 盛世版,1.1,2020/7/1,合肥,2年会员,109.8
奥迪A4(进口) 2022款 Avant 40 TFSI 豪华动感型,0.01,2023/7/1,西安,8年钻石会员,29.9
传祺GS8 2022款 领航系列 2.0TGDI 四驱豪华智联版（七座）,0.2,2022/12/1,石家庄,11年黄金会员,18.8
理想L8 2023款 Air,1.2,2023/6/1,成都,9年黄金会员,32.98
沃尔沃S90 2020款 改款 T5 智逸豪华版,2.6,2020/9/1,西安,7年黄金会员,23.3
瑞迈 2022款 2.8T经典柴油两驱舒享型标轴版JE493ZLQ6E,5.9,2021/10/1,济南,11年钻石会员,6.79
奔驰GLE 2020款 改款 GLE 350 4MATIC 时尚型,1.12,2020/9/1,南宁,1年黑金会员,63.3
奥迪Q7 2013款 35 TFSI 进取型,14,2013/4/1,济宁,8年黄金会员,12.5
Cayenne 2022款 Cayenne 3.0T,2.1,2023/2/1,广州,4年黄金会员,94.8
奔驰R级 2014款 R 400 4MATIC 商务型,8.7,2015/1/1,成都,9年黄金会员,21.8
沃尔沃XC60 2017款 T5 智进升级版,7.3,2017/8/1,济南,8年黑金会员,14.35
名爵6 2014款 掀背 1.8T 自动性能版,8.2,2014/9/1,苏州,3年黄金会员,1.92
揽胜 2023款 3.0 L6 400PS 盛世加长版,0.3,2023/7/1,广州,4年黄金会员,175.8
探险者 2020款 EcoBoost 285 四驱铂金版 6座,1.3,2022/1/1,青岛,10年钻石会员,31.8
宝马4系 2022款 425i 敞篷M运动套装,2.5,2022/4/1,济南,13年黑金会员,45.9
奔驰S级 2020款 S 350 L 尊享型 臻藏版,4.6,2021/2/1,北京,4年黄金会员,78.98
奔驰E级 2021款 改款 E 300 L 运动时尚型,1.78,2021/5/1,武汉,7年钻石会员,39.8
奔驰E级 2023款 改款 E 300 L 豪华型,0.7,2023/5/1,青岛,9年黄金会员,46.8
奥迪RS 4 2021款 RS4 Avant 黑曜版,4.2,2021/2/1,武汉,7年钻石会员,59.58
奔驰S级 2022款 S 400 L 商务型,3.8,2022/10/1,上海,10年钻石会员,83.8
宝马3系 2022款 320i 运动套装,1.3,2022/1/1,南昌,9年钻石会员,22.9
宋PLUS新能源 2021款 DM-i 51KM 尊荣型,1.68,2022/9/1,广州,2年黄金会员,12.58
威尔法 2020款 双擎 2.5L HV尊贵版,5,2020/12/1,佛山,1年黄金会员,79.5
雷克萨斯GS 2017款 300 F SPORT,9.58,2018/2/1,广州,1年黄金会员,27.6
宝马5系新能源 2022款 535Le 豪华套装,2.03,2022/4/1,广州,1年黄金会员,36.38
魏牌 VV5 2017款 2.0T 旗舰型,9.1,2018/10/1,成都,1年黄金会员,6.88
奥迪Q5L 2023款 40T 豪华动感型,0.01,2023/8/1,成都,4年黄金会员,34.98
宝马7系 2021款 730Li M运动套装,7,2021/7/1,青岛,1年会员,54
宝马3系 2021款 改款 330i M运动曜夜套装,1.85,2021/5/1,郑州,8年钻石会员,31.38
雷克萨斯RC 2016款 200t F SPORT版,6,2016/5/1,佛山,11年黑金会员,28.68
威霆 2021款 2.0T 商务版 7座,0.01,2023/5/1,杭州,3年黄金会员,46.5
发现 2005款 4.0 SC V6 HSE,15,2008/9/1,济南,2年黄金会员,13.8
别克GL8 2017款 25S 尊贵型 国V,11,2018/12/1,成都,3年黄金会员,15.9
Tiguan 2018款 330TSI 四驱创睿型,12,2017/12/1,成都,3年黄金会员,11.6
发现运动版 2021款 249PS R-Dynamic S 性能版,4.2,2020/9/1,重庆,5年会员,21.38
奥迪A6L 2022款 45 TFSI 臻选动感型,3,2022/1/1,青岛,11年黄金会员,33.88
Ghibli 2018款 3.0T 标准版,7.4,2018/1/1,广州,1年黄金会员,33.5
RAV4荣放 2020款 2.0L CVT两驱风尚版,5.2,2020/5/1,湖州,5年黄金会员,13.98
威兰达 2021款 2.0L CVT四驱豪华版,2.9,2021/11/1,丽水,4年黄金会员,15.88
宏光MINIEV 2022款 GAMEBOY 300km 玩咖款 磷酸铁锂,0.59,2022/11/1,西安,5年钻石会员,5.18
AION S 2019款 魅 530,24,2020/6/1,广州,4年黄金会员,7.88
宝马5系(进口) 2022款 540i 风尚版 M运动套装,2.5,2022/9/1,三明,10年黑金会员,49.8
Tiguan 2018款 330TSI 四驱创睿型,12,2017/12/1,成都,3年黄金会员,11.6
Cayenne 2019款 Cayenne 3.0T,5,2021/3/1,北京,8年钻石会员,87.8
揽胜 2014款 3.0 SC V6 Vogue,11,2015/3/1,北京,8年钻石会员,62.5
宝马Z4 2019款 sDrive 25i M运动套装,3.3,2021/1/1,重庆,5年黄金会员,35.98
宝马X7 2021款 xDrive40i 领先型豪华套装,3,2021/9/1,青岛,9年钻石会员,80.8
AMG GT 2019款 AMG GT R,0.34,2021/5/1,上海,3年黑金会员,168.8
路虎卫士 2022款 110 P400 X-DYNAMIC HSE,3.3,2022/5/1,成都,7年钻石会员,80.88
沃尔沃S90 2021款 B5 智雅豪华版,2.74,2021/1/1,合肥,4年黑金会员,30.78
宝马X5(进口) 2019款 xDrive40i M运动套装,9,2020/8/1,长沙,5年钻石会员,52.8
奥迪A3 2019款 Sportback 35 TFSI 时尚型 国VI,2.4,2020/1/1,青岛,11年黄金会员,13.38
奔驰E级(进口) 2020款 E 260 轿跑车,1.3,2020/10/1,温州,5年黄金会员,36.98
Cayenne 2023款 Cayenne 3.0T,0.82,2023/2/1,台州,3年黑金会员,103.88
Taycan 2022款 Taycan,0.26,2023/1/1,台州,3年黑金会员,88.8
威飒 2022款 双擎 2.5L CVT两驱豪华版,1.2,2022/7/1,哈尔滨,5年黑金会员,19.8
奥迪A6L 2022款 45 TFSI 臻选动感型,3,2022/1/1,青岛,11年黄金会员,33.88
奥迪A6L 2023款 45 TFSI 臻选动感型,0.9,2023/1/1,哈尔滨,10年黄金会员,41.88
甲壳虫 2010款 2.0 BlackOrange舒适版,14,2011/2/1,哈尔滨,1年黄金会员,5.58
Panamera 2014款 Panamera 4 3.0T,9.9,2015/1/1,南京,2年黄金会员,39.98
众泰SR9 2017款 2.0T 自动极致之光版,5.8,2018/9/1,成都,3年黄金会员,3.98
天籁 2020款 改款 2.0L XL Upper 智行版,4,2020/9/1,青岛,11年黄金会员,12.38
宝马X5 M 2022款 X5 M,4.06,2022/3/1,合肥,2年会员,106
ID.6 CROZZ 2022款 长续航PURE+版,1.9,2022/6/1,滨州,3年黑金会员,17.38
奥迪Q5 2012款 2.0TFSI 进取型,13.6,2013/5/1,宁波,1年会员,8.58
哈弗大狗 2022款 2.0T DCT四驱中华田园犬版,0.38,2022/7/1,石家庄,3年黄金会员,13.3
宝马7系 2021款 740Li 领先型 豪华套装,2,2021/5/1,成都,9年黄金会员,69.88
宝马6系GT 2020款 630i M运动大旅行家版,8.1,2020/1/1,长沙,1年黄金会员,39.9
领克02 2020款 1.5T DCT两驱耀版,4.5,2020/9/1,长沙,4年钻石会员,9.68
奔驰GLC 2021款 GLC 260 L 4MATIC 动感型,8.08,2020/10/1,西安,5年钻石会员,29.83
领动 2018款 1.6L 自动15周年特别版,6.6,2017/12/1,徐州,3年黄金会员,5.98
哪吒V 2021款 标准续航娱乐版升级型,3,2021/7/1,南京,6年黄金会员,5.58
博速 S级 2011款 38S,13.4,2015/9/1,上海,6年黄金会员,34.3
奥迪A4L 2018款 30周年年型 40 TFSI 时尚型,3,2018/1/1,上海,6年会员,16.3
雷克萨斯RX 2020款 300 四驱典雅版 国V,1.4,2020/12/1,北京,11年黄金会员,37.98
SIENNA 2015款 3.5L 四驱L,9,2016/10/1,哈尔滨,5年黑金会员,24.8
奔驰CLS 2012款 CLS 350 CGI,7.8,2016/1/1,成都,4年黄金会员,20.6
宝马X5 2022款 改款 xDrive 40Li M运动套装,0.05,2023/6/1,石家庄,1年钻石会员,71.58
奔驰C级AMG 2014款 AMG C 63 Edition 507,3.9,2014/9/1,武汉,7年钻石会员,46.8
Levante 2019款 3.0T 标准版 国VI,4.8,2021/3/1,成都,11年黑金会员,61.88
揽胜 2022款 3.0 L6 360PS 盛世版,3.5,2022/1/1,唐山,3年黄金会员,119.8
朗逸 2013款 改款 1.4TSI DSG舒适版,8.14,2015/5/1,宁波,1年会员,5.28
瑞虎3x 2018款 1.5L 自动精英版,5.8,2018/4/1,重庆,6年黄金会员,3.58
宝骏RS-3 2020款 1.5L CVT  24小时在线豪华型,3,2020/2/1,温州,5年黄金会员,5.48
狮跑 2013款 2.0L 自动两驱版GL,3.5,2016/4/1,青岛,4年黄金会员,5.5
揽胜 2016款 3.0 SC V6 Vogue,16,2017/4/1,济南,2年黄金会员,66.8
兰德酷路泽(进口) 2017款 5.7L 自动,8,2018/1/1,哈尔滨,5年黄金会员,98.8
Panamera 2019款 Panamera 2.9T,3.8,2020/4/1,上海,6年黄金会员,86
兰德酷路泽(进口) 2018款 5.7L 中东版,8,2018/10/1,哈尔滨,5年黄金会员,95.8
Cayenne新能源 2023款 Cayenne E-Hybrid 2.0T,0.31,2023/3/1,台州,3年黑金会员,88.88
保时捷911 2018款 GT3 4.0L,2.1,2018/12/1,上海,3年黑金会员,163.8
索纳塔 2015款 经典 2.4L 自动豪华版 国V,7.7,2016/9/1,西安,5年钻石会员,6.93
思锐 2013款 1.5TID 自动旗舰型,6,2014/7/1,成都,7年会员,2.75
宝马1系(进口) 2013款 改款 116i 领先型,6,2014/8/1,长沙,5年黄金会员,6.98
奔驰GL级 2010款 GL 550 4MATIC ,12.2,2011/7/1,青岛,4年黄金会员,19.8
宝马X1 2020款 sDrive25Li 领先型,3.4,2020/1/1,青岛,1年会员,18.5
领克02 2019款 高能版 2.0T 自动两驱劲Pro版 国VI,5.7,2019/9/1,无锡,4年黑金会员,9.3
宝马7系 2019款 改款 740Li xDrive 行政型 豪华套装,4.9,2020/7/1,北京,4年黄金会员,74.58
揽胜运动版 2021款 3.0 L6 耀黑版,8,2021/6/1,济南,2年黄金会员,73.8
Cayenne 2012款 3.6L 美规版,12,2013/11/1,济南,5年黄金会员,19.8
宝马X5(进口) 2021款 xDrive40i M运动套装,3,2021/10/1,常州,7年黑金会员,65.38
奔驰CLS 2021款 CLS 300 豪华型,2.76,2021/8/1,广州,13年钻石会员,53.98
宝马X5(进口) 2020款 xDrive30i M运动套装,6.8,2020/6/1,青岛,3年黄金会员,49.8
奔驰E级 2018款 改款 E 300 L 时尚型,9,2018/4/1,泉州,3年黄金会员,31.98
奔驰E级 2019款 改款 E 300 L 时尚型,7,2019/8/1,东莞,3年黄金会员,33.88
玛驰 2010款 1.5L 自动易炫版,6.7,2011/12/1,无锡,4年黄金会员,2.95
宝马7系 2018款 730Li 领先型 卓越套装,8,2018/8/1,长沙,3年会员,38
奔驰S级 2022款 S 450 L 4MATIC,0.9,2022/2/1,东莞,9年黑金会员,107.8
奥迪A7 2018款 35 TFSI 时尚型,8.2,2018/1/1,郑州,3年会员,24.88
五菱佳辰 2022款 1.5T CVT尊享旗舰型,2.94,2022/7/1,合肥,4年黑金会员,7.88
探岳X 2020款 330TSI 两驱旗舰智联版,3.19,2021/1/1,合肥,4年黑金会员,15.45
奔驰E级 2020款 E 300 L 运动时尚型,5.89,2020/8/1,广州,13年钻石会员,33.8
荣威RX5 MAX 2019款 400TGI 自动智能座舱旗舰版,7,2020/9/1,重庆,3年黄金会员,7.98
奥迪A4L 2022款 40 TFSI 时尚动感型,1.8,2022/7/1,乌鲁木齐,7年钻石会员,23.98
奥迪A6L 2019款 40 TFSI 豪华动感型,3.2,2020/4/1,武汉,1年黑金会员,30.6
Macan 2020款 Macan 2.0T,5.5,2020/4/1,合肥,10年黄金会员,40.88
保时捷718 2022款 Boxster 2.0T,1,2022/1/1,杭州,7年黄金会员,65.8
沃尔沃S60 2021款 T4 智逸豪华版,3,2021/5/1,青岛,3年会员,18.8
宝马3系 2019款 320Li M运动曜夜版,5.3,2019/3/1,东莞,6年黄金会员,19.88
明锐 2012款 1.6L 自动逸俊版,7.9,2012/12/1,上海,6年钻石会员,2.5
奔驰C级 2013款 C 260 优雅型 Grand Edition,14.8,2013/10/1,南京,2年黄金会员,6.68
奔驰CLA AMG 2017款 改款 AMG CLA 45 4MATIC,7.7,2018/9/1,苏州,3年黄金会员,26.5
途观 2016款 300TSI 自动两驱风尚版,7,2016/6/1,郑州,2年黄金会员,7.36
宝马3系 2020款 325Li M运动套装,5.75,2020/3/1,西安,5年钻石会员,24.18
宝马5系(进口) 2020款 530i M运动套装,4.58,2020/7/1,合肥,4年黑金会员,31.98
本田CR-V 2021款 240TURBO CVT四驱尊贵版,4.3,2020/7/1,武汉,1年黄金会员,14.38
古思特 2021款 6.7T 长轴距版,1,2022/1/1,杭州,7年黄金会员,469.8
君威 2017款 GS 28T 尊贵型,5.9,2018/7/1,上海,2年黄金会员,10.2
古思特 2018款 6.6T 长轴距版,2,2018/11/1,深圳,8年会员,333
奔驰E级 2012款 E 300 L 时尚豪华型,8.7,2013/4/1,厦门,3年黄金会员,11.8
奔驰G级AMG 2021款 AMG G 63,1.3,2021/5/1,北京,5年黄金会员,268.8
古思特 2010款 6.6T 标准版,8.2,2013/7/1,北京,5年黄金会员,218.9
古思特 2014款 6.6T 加长版,5,2013/12/1,深圳,8年会员,248
奔驰E级 2020款 E 300 L 运动时尚型,6,2020/3/1,哈尔滨,2年黄金会员,35.98
起亚K5 2017款 2.0L 自动15周年特别版LUX,8.7,2018/6/1,北京,3年黄金会员,8.6
Levante 2021款 3.0T 标准版,6.1,2021/1/1,重庆,10年钻石会员,61.4
影豹 2021款 270T DCT J16版,1.1,2023/2/1,泉州,7年黑金会员,11.39
奥迪Q5L 2018款 45 TFSI 尊享时尚型 国VI,8,2019/12/1,无锡,8年钻石会员,25.48
揽胜运动版 2022款 3.0 L6 耀黑版,0.64,2023/1/1,青岛,11年黑金会员,87.8
迈锐宝XL 2018款 530T 自动锐驰版,3.4,2018/11/1,无锡,4年黑金会员,8.2
宝马5系 2018款 530Li 领先型 豪华套装,9,2018/8/1,常州,10年黑金会员,27.38
奔驰GLE新能源 2021款 GLE 350 e 4MATIC,3.8,2021/9/1,东莞,9年黑金会员,58.59
奔驰E级(进口) 2021款 E 260 轿跑车,3.5,2021/8/1,东莞,9年黑金会员,36.87
卡罗拉 2017款 改款 1.2T S-CVT GL,9.6,2017/5/1,泉州,5年黑金会员,6.5
奔驰C级AMG 2015款 AMG C 63,5.6,2016/2/1,上海,6年黄金会员,43.8
别克GL8 2021款 ES陆尊 653T 豪华型,1.98,2021/1/1,西安,5年黑金会员,32.8
宝马X1 2021款 改款 xDrive25Li 尊享型,1.9,2021/4/1,合肥,9年钻石会员,22.5
揽胜运动版 2015款 3.0 SC V6 HSE DYNAMIC,15,2015/4/1,北京,4年钻石会员,35
Cayenne 2019款 Cayenne 3.0T,4.46,2021/11/1,上海,4年黑金会员,79.8
奔驰C级 2021款 C 260 L 运动星耀臻藏版,1.6,2021/6/1,常州,7年黑金会员,27.98
迈锐宝 2016款 1.6T 自动舒适版,8.25,2016/11/1,重庆,3年黄金会员,5.28
宝马X6 2015款 xDrive35i 豪华型,7,2015/3/1,无锡,8年黑金会员,35.8
奔驰E级 2020款 E 300 L 运动时尚型,3.5,2020/4/1,成都,11年黑金会员,31.88
揽胜 2020款 3.0 L6 传世加长版,2.8,2020/8/1,东莞,4年黄金会员,130.88
沃尔沃XC60 2022款 B5 四驱智逸豪华版,1.2,2022/8/1,长沙,4年钻石会员,27.78
发现运动版 2022款 249PS R-Dynamic HSE 豪华定制版 7座,0.5,2021/10/1,南宁,5年黄金会员,26.8
